CWE680_Integer_Overflow_to_Buffer_Overflow

Total files, 936

Files not reported, 384

Total OKs, 0, 0%
Total Fails, 552, 58.974358974359%

File, Expected Bugs, Found Bugs, Bug was found?
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_81_bad.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_74a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fgets_45.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_44.c,,Uninitialized argument value;Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_73b.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_11.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket_65a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_81_bad.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_rand_31.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_44.c,,Uninitialized argument value;Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fixed_52a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_52a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_65b.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_06.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_10.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_43.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fgets_33.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fixed_41.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_54a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_31.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_81_bad.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_52c.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_31.c,,Dead assignment;Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_31.c,,Dead assignment;Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_rand_82a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_73a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_17.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_14.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_68a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket_68a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_81_goodG2B.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_67a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_64b.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_01.c,,Dead assignment;Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fixed_67a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_15.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_15.c,,Dead assignment;Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_73a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_connect_socket_01.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_17.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_16.c,,Uninitialized argument value;Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_65b.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_09.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_15.c,,Dead assignment;Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_33.cpp,,Uninitialized argument value;Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fgets_03.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_rand_74a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_54a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_82_bad.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket_02.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_12.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_13.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_81_goodG2B.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_51a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_connect_socket_44.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_54a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_08.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_52c.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_12.c,,Uninitialized argument value;Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_06.c,,Dead assignment;Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_82a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_18.c,,Uninitialized argument value;Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_connect_socket_02.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket_45.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_54e.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_67b.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_74b.cpp,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_rand_72a.cpp,,Dead assignment,Fail
