CWE121_Stack_Based_Buffer_Overflow_s08

Total files, 946

Files not reported, 802

Total OKs, 0, 0%
Total Fails, 144, 15.2219873150106%

File, Expected Bugs, Found Bugs, Bug was found?

CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_68a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_73a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_51a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_09.c,Memory leak,Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_63a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_32.c,Memory leak,Dead initialization;Assigned value is garbage or undefined,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_08.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_12.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_41.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_31.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_44.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_51a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_04.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_07.cpp,Memory leak,Dead initialization;Assigned value is garbage or undefined,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_16.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_09.c,Memory leak,Dead initialization;Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_73a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_52a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_14.cpp,Memory leak,Dead initialization;Assigned value is garbage or undefined,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cat_32.c,Memory leak,Assigned value is garbage or undefined;Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_33.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_declare_32.cpp,Memory leak,Assigned value is garbage or undefined;Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_10.c,Memory leak,Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_08.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_15.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_65a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_09.c,Memory leak,Dead initialization;Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cat_13.c,Memory leak,Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_18.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_17.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_11.c,Memory leak,Uninitialized argument value;Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_07.c,Memory leak,Dead initialization;Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cat_14.c,Memory leak,Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_14.c,Memory leak,Uninitialized argument value;Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_11.c,Memory leak,Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_51a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_33.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_64a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_41.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_63a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_82a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cat_45.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_declare_10.cpp,Memory leak,Assigned value is garbage or undefined,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_07.c,Memory leak,Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_01.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_declare_09.cpp,Memory leak,Assigned value is garbage or undefined,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_32.c,Memory leak,Assigned value is garbage or undefined;Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_declare_cpy_05.c,Memory leak,Uninitialized argument value,Fail
CWE121_Stack_Based_Buffer_Overflow__placement_new_alloca_10.cpp,Memory leak,Assigned value is garbage or undefined;Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__dest_char_alloca_cpy_54a.c,Memory leak,Dead initialization,Fail
