CWE457_Use_of_Uninitialized_Variable_s01

Total files, 979

Files not reported, 506

Total OKs, 391, 39.9387129724208%
Total Fails, 82, 8.3758937691522%

File, Expected Bugs, Found Bugs, Bug was found?
CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_43.cpp,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_pointer_02.c,Uninitialized argument value,Memory leak;Dereference of undefined pointer value,Fail
CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_10.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__struct_16.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__twointsclass_10.cpp,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_16.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__twointsclass_03.cpp,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__double_array_declare_no_init_10.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_14.c,Uninitialized argument value,Memory leak;Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__double_array_declare_no_init_16.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_17.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__struct_pointer_02.c,Uninitialized argument value,Memory leak;Dereference of undefined pointer value,Fail
CWE457_Use_of_Uninitialized_Variable__double_array_alloca_partial_init_07.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_array_malloc_partial_init_05.c,Uninitialized argument value,Memory leak;Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_14.cpp,Uninitialized argument value,Uninitialized argument value;Memory leak,OK
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_alloca_no_init_03.cpp,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__double_array_alloca_partial_init_14.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_18.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__struct_array_declare_no_init_04.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__struct_43.cpp,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__double_array_alloca_no_init_14.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__double_array_alloca_no_init_10.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_array_alloca_no_init_16.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__struct_02.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__char_pointer_17.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__double_17.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_09.cpp,Uninitialized argument value,Uninitialized argument value;Memory leak,OK
CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_43.cpp,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_pointer_13.c,Uninitialized argument value,Memory leak;Dereference of undefined pointer value,Fail
CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_14.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int64_t_15.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_array_malloc_no_init_06.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_array_alloca_partial_init_10.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__int_07.c,Uninitialized argument value,Uninitialized argument value,OK
CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_09.c,Uninitialized argument value,Memory leak;Uninitialized argument value,OK
