CWE121_Stack_Based_Buffer_Overflow_s05

Total files, 945

Files not reported, 899

Total OKs, 0, 0%
Total Fails, 46, 4.86772486772487%

File, Expected Bugs, Found Bugs, Bug was found?

CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_74a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_02.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_52a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_09.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memmove_33.cpp,Memory leak,Dead assignment,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_14.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_loop_32.c,Memory leak,Dead initialization;Assigned value is garbage or undefined,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_31.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_17.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_06.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memcpy_33.cpp,Memory leak,Dead assignment,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_53a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memmove_32.c,Memory leak,Dead initialization;Assigned value is garbage or undefined,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_64a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_68a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_15.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_73a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_13.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_51a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_81a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_memcpy_32.c,Memory leak,Assigned value is garbage or undefined;Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_16.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_05.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_03.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_44.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_66a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_32.c,Memory leak,Dead initialization;Assigned value is garbage or undefined,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_65a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_72a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_11.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_08.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_12.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_34.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_82a.cpp,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_07.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_67a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_declare_loop_33.cpp,Memory leak,Dead assignment,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_01.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_63a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_41.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_18.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_10.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_33.cpp,Memory leak,Dead initialization;Dead assignment,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_54a.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_45.c,Memory leak,Dead initialization,Fail
CWE121_Stack_Based_Buffer_Overflow__CWE805_struct_alloca_memmove_04.c,Memory leak,Dead initialization,Fail
