CWE122_Heap_Based_Buffer_Overflow_s01

Total files, 918

Files not reported, 687

Total OKs, 0, 0%
Total Fails, 231, 25.1633986928105%

File, Expected Bugs, Found Bugs, Bug was found?

CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_large_65a.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_char_memcpy_32.cpp,Memory leak,Dead initialization,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_connect_socket_81a.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fscanf_02.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_02.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_rand_21.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_char_memcpy_07.cpp,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_33.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_51a.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_char_ncpy_11.cpp,Memory leak,Argument with 'nonnull' attribute passed null,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_rand_02.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_listen_socket_02.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fscanf_12.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_06.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_72a.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_52a.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_large_41.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_large_45.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_18.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fscanf_65a.cpp,Memory leak,Dead assignment,Fail
CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_rand_65a.cpp,Memory leak,Dead assignment,Fail
